link,start,end,video,utterance,arousal,valence
https://www.youtube.com/watch?v=XPXSWf1h0h4,112.6974398001,113.6974170831,a1b44e5f3,utterance_29.mp4,0.3577378652026173,0.2638712899408827
https://www.youtube.com/watch?v=XPXSWf1h0h4,114.0974079964,114.630729214,a1b44e5f3,utterance_30.mp4,0.4451210097856463,-0.05252385893384329
https://www.youtube.com/watch?v=XPXSWf1h0h4,117.1306724216,120.6639254884,a1b44e5f3,utterance_32.mp4,0.5083128451500846,0.34450594395330236
https://www.youtube.com/watch?v=XPXSWf1h0h4,122.497217174,125.4971490232,a1b44e5f3,utterance_33.mp4,0.4827676318467367,-0.09540005556222955
https://www.youtube.com/watch?v=pZSp0HSzGqQ,1.1678267843,3.0863993585,a7c5bc08c,utterance_1.mp4,0.4206379333879473,-0.21684712458327599
https://www.youtube.com/watch?v=pZSp0HSzGqQ,4.087393745,8.466744186,a7c5bc08c,utterance_2.mp4,0.4837091085159503,0.13606160955451913
https://www.youtube.com/watch?v=pZSp0HSzGqQ,8.7587008821,11.9285164395,a7c5bc08c,utterance_3.mp4,0.4446072670910892,-0.16527452819131402
https://www.youtube.com/watch?v=pZSp0HSzGqQ,12.554137931,13.8887971131,a7c5bc08c,utterance_4.mp4,0.4533148854604542,0.34235522162595344
https://www.youtube.com/watch?v=pZSp0HSzGqQ,14.8897914996,16.8500721732,a7c5bc08c,utterance_5.mp4,0.4993328577118561,0.19245217044023188
https://www.youtube.com/watch?v=pZSp0HSzGqQ,17.5174017642,25.859021652,a7c5bc08c,utterance_6.mp4,0.4535670649683968,0.019254911033232416
https://www.youtube.com/watch?v=pZSp0HSzGqQ,26.5680593424,30.9891178829,a7c5bc08c,utterance_7.mp4,0.5012339100621273,0.1376803544487496
https://www.youtube.com/watch?v=pZSp0HSzGqQ,33.5750200481,37.370457097,a7c5bc08c,utterance_9.mp4,0.5071169965424902,0.18541257742719874
https://www.youtube.com/watch?v=TKVg43IZfQc,0,94.7895213593,d1dae148e,utterance_1.mp4,0.3643959653137697,0.14978548530178656
https://www.youtube.com/watch?v=TKVg43IZfQc,95.0564401101,136.595670695,d1dae148e,utterance_2.mp4,0.3932846095725999,0.0788620094486363
https://www.youtube.com/watch?v=TKVg43IZfQc,136.862589446,140.032249611,d1dae148e,utterance_3.mp4,0.4187921351684555,-0.161731484725537
https://www.youtube.com/watch?v=TKVg43IZfQc,139.898790236,141.700491803,d1dae148e,utterance_4.mp4,0.40507304418950507,-0.14839236934613326
https://www.youtube.com/watch?v=TKVg43IZfQc,142.234329305,146.70521838,d1dae148e,utterance_5.mp4,0.3706226446921855,-0.04889598963981863
https://www.youtube.com/watch?v=TKVg43IZfQc,147.372515257,159.584048103,d1dae148e,utterance_6.mp4,0.3281751553502057,0.09854691933379849
https://www.youtube.com/watch?v=TKVg43IZfQc,160.217980136,161.852857485,d1dae148e,utterance_7.mp4,0.43350808250989914,0.20290042968195685
https://www.youtube.com/watch?v=TKVg43IZfQc,162.553519205,169.026298911,d1dae148e,utterance_8.mp4,0.3738887542366086,-0.03943627860289285
https://www.youtube.com/watch?v=TKVg43IZfQc,169.560136413,171.061554386,d1dae148e,utterance_9.mp4,0.5147416230631601,0.013528769941681451
https://www.youtube.com/watch?v=TKVg43IZfQc,171.428567668,213.368176379,d1dae148e,utterance_10.mp4,0.359757260767624,-0.02260942293878775
https://www.youtube.com/watch?v=jB9EVQ9TkN0,0,0.9050576004,ddf3a516c,utterance_1.mp4,0.3711553130475891,0.16925194254612977
https://www.youtube.com/watch?v=jB9EVQ9TkN0,1.6425119416,2.6816521495,ddf3a516c,utterance_2.mp4,0.4386334602144664,0.07100703057229135
https://www.youtube.com/watch?v=jB9EVQ9TkN0,3.2850238831,14.1121944366,ddf3a516c,utterance_3.mp4,0.46070804312482916,0.1566165244501845
https://www.youtube.com/watch?v=jB9EVQ9TkN0,14.782607474,16.827367238,ddf3a516c,utterance_4.mp4,0.5667946971531119,0.06954563111078364
https://www.youtube.com/watch?v=jB9EVQ9TkN0,17.3636976679,29.9339421186,ddf3a516c,utterance_5.mp4,0.5265101118478904,0.16011135585523834
https://www.youtube.com/watch?v=jB9EVQ9TkN0,30.0345040742,31.1742062377,ddf3a516c,utterance_6.mp4,0.5283591687880379,0.21019166312617898
https://www.youtube.com/watch?v=jB9EVQ9TkN0,31.4423714527,41.029277887,ddf3a516c,utterance_7.mp4,0.5169341650252308,0.09846385846445299
https://www.youtube.com/watch?v=jB9EVQ9TkN0,41.7667322282,43.074037651,ddf3a516c,utterance_8.mp4,0.4634059496011461,0.0898023912976866
https://www.youtube.com/watch?v=jB9EVQ9TkN0,44.347822422,47.4987636977,ddf3a516c,utterance_9.mp4,0.47964017279609816,0.09993897439424335
https://www.youtube.com/watch?v=jB9EVQ9TkN0,48.3367799944,49.5435234616,ddf3a516c,utterance_10.mp4,0.5154454896287204,0.04186860568517098
https://www.youtube.com/watch?v=jB9EVQ9TkN0,49.7446473729,54.0688114639,ddf3a516c,utterance_11.mp4,0.47769538260952316,0.18504285750851723
https://www.youtube.com/watch?v=jB9EVQ9TkN0,54.4375386344,55.309075583,ddf3a516c,utterance_12.mp4,0.4812603035089067,0.23464533842420554
https://www.youtube.com/watch?v=jB9EVQ9TkN0,55.6107614498,56.582860354,ddf3a516c,utterance_13.mp4,0.46903272826466436,0.19485042687363374
https://www.youtube.com/watch?v=jB9EVQ9TkN0,57.7225625176,59.3315538072,ddf3a516c,utterance_14.mp4,0.4461577182526963,0.18273434809504674
https://www.youtube.com/watch?v=jB9EVQ9TkN0,60.5382972745,63.1529081203,ddf3a516c,utterance_15.mp4,0.5024167769712546,0.13928281319234784
https://www.youtube.com/watch?v=jB9EVQ9TkN0,63.5886765945,66.0692048328,ddf3a516c,utterance_16.mp4,0.569559123361093,0.14219710349307235
https://www.youtube.com/watch?v=jB9EVQ9TkN0,66.1697667884,72.6057319472,ddf3a516c,utterance_17.mp4,0.5195039975873184,0.17304446789557548
https://www.youtube.com/watch?v=r1P6DOZMPLU,8.6331077432,9.9330737741,e8a276493,utterance_4.mp4,0.5005647562111506,0.25216665941119054
https://www.youtube.com/watch?v=r1P6DOZMPLU,10.2663983974,12.0996838255,e8a276493,utterance_5.mp4,0.5551445914274384,0.22026394016793172
https://www.youtube.com/watch?v=r1P6DOZMPLU,13.2996524693,13.9996341782,e8a276493,utterance_6.mp4,0.5429832718240468,0.2415351810313009
https://www.youtube.com/watch?v=r1P6DOZMPLU,14.4662886508,19.7661501611,e8a276493,utterance_7.mp4,0.547754260099558,0.21990654781753954
https://www.youtube.com/watch?v=r1P6DOZMPLU,20.0661423221,20.666126644,e8a276493,utterance_8.mp4,0.5972259497154982,0.32407020644552725
https://www.youtube.com/watch?v=r1P6DOZMPLU,20.9994512673,21.8994277502,e8a276493,utterance_9.mp4,0.5227714789150989,0.3066200066912679
https://www.youtube.com/watch?v=r1P6DOZMPLU,22.3994146851,26.8659646372,e8a276493,utterance_10.mp4,0.50868300781924,0.29851236373711065
https://www.youtube.com/watch?v=r1P6DOZMPLU,27.2992866475,33.3657947914,e8a276493,utterance_11.mp4,0.5301032626950144,0.3068290316427511
https://www.youtube.com/watch?v=r1P6DOZMPLU,33.5991220277,43.1322062538,e8a276493,utterance_12.mp4,0.5419224975636494,0.32682634073994954
https://www.youtube.com/watch?v=r1P6DOZMPLU,44.3321748977,45.1321539936,e8a276493,utterance_13.mp4,0.618667419655793,0.33895856464821
https://www.youtube.com/watch?v=r1P6DOZMPLU,45.9654655518,46.7321121853,e8a276493,utterance_14.mp4,0.5207379592276112,0.36793263702893947
https://www.youtube.com/watch?v=r1P6DOZMPLU,47.5987562059,49.0653845484,e8a276493,utterance_15.mp4,0.5968659231095763,0.2565620804384983
https://www.youtube.com/watch?v=r1P6DOZMPLU,55.7652094765,59.0651232471,e8a276493,utterance_17.mp4,0.5695397035711272,0.20556042769473754
https://www.youtube.com/watch?v=r1P6DOZMPLU,59.7317724937,67.8982257643,e8a276493,utterance_18.mp4,0.6415657744276164,0.22700471539902306
https://www.youtube.com/watch?v=r1P6DOZMPLU,68.1315530006,71.4647992335,e8a276493,utterance_19.mp4,0.6173092242689187,0.12234276201227581
https://www.youtube.com/watch?v=r1P6DOZMPLU,72.5647704904,79.8645797404,e8a276493,utterance_20.mp4,0.6053075229534619,0.10524979488977443
https://www.youtube.com/watch?v=r1P6DOZMPLU,80.0312420521,83.5311505966,e8a276493,utterance_21.mp4,0.6317386489121877,0.1354317506085741
https://www.youtube.com/watch?v=r1P6DOZMPLU,83.7644778329,131.0965743402,e8a276493,utterance_22.mp4,0.630013444069148,0.1797648569670422
https://www.youtube.com/watch?v=r1P6DOZMPLU,131.5965612752,132.7298649943,e8a276493,utterance_23.mp4,0.5734573469692223,0.18397730719756195
https://www.youtube.com/watch?v=r1P6DOZMPLU,132.7631974567,139.7630145458,e8a276493,utterance_24.mp4,0.5666205639674351,0.25979496114139183
https://www.youtube.com/watch?v=r1P6DOZMPLU,139.9963417821,156.395913248,e8a276493,utterance_25.mp4,0.6247209015409348,0.2127059879562923
https://www.youtube.com/watch?v=r1P6DOZMPLU,158.1958662137,169.0955813953,e8a276493,utterance_27.mp4,0.594354088651758,0.24193126779217955
https://www.youtube.com/watch?v=r1P6DOZMPLU,169.3955735563,170.8955343611,e8a276493,utterance_28.mp4,0.5086731212536889,0.19342556655252796
https://www.youtube.com/watch?v=r1P6DOZMPLU,171.9621731556,173.0621444125,e8a276493,utterance_29.mp4,0.5029784614028758,0.14810855701617798
https://www.youtube.com/watch?v=r1P6DOZMPLU,174.2954455187,176.2953932584,e8a276493,utterance_30.mp4,0.5002309221341236,0.11013272190104466
https://www.youtube.com/watch?v=r1P6DOZMPLU,176.3953906454,185.5284853236,e8a276493,utterance_31.mp4,0.6403504023830656,0.3345680421129558
https://www.youtube.com/watch?v=r1P6DOZMPLU,185.7284800976,187.595097988,e8a276493,utterance_32.mp4,0.4972807544396294,0.17775796266443775
https://www.youtube.com/watch?v=r1P6DOZMPLU,188.0617524606,189.3283860291,e8a276493,utterance_33.mp4,0.5831697158918392,0.23011925100274563
https://www.youtube.com/watch?v=r1P6DOZMPLU,189.928370351,199.6281168888,e8a276493,utterance_34.mp4,0.5365517432394884,0.24820429875075056
https://www.youtube.com/watch?v=r1P6DOZMPLU,199.9614415121,224.26080655,e8a276493,utterance_35.mp4,0.61473877252103,0.27261255372922877
https://www.youtube.com/watch?v=r1P6DOZMPLU,224.4608013239,243.1936451529,e8a276493,utterance_36.mp4,0.5591034108460475,0.24219063004746555
https://www.youtube.com/watch?v=r1P6DOZMPLU,243.3603074645,253.5600409372,e8a276493,utterance_37.mp4,0.5967437848446743,0.3133624154530252
https://www.youtube.com/watch?v=r1P6DOZMPLU,253.8600330982,254.6600121941,e8a276493,utterance_38.mp4,0.5918750996899289,0.2842510466032669
https://www.youtube.com/watch?v=r1P6DOZMPLU,255.259996516,256.0599756119,e8a276493,utterance_39.mp4,0.5231099659011262,0.3131699701755912
https://www.youtube.com/watch?v=r1P6DOZMPLU,256.4266326975,266.6596986325,e8a276493,utterance_40.mp4,0.59177426420982,0.2664849528274099
https://www.youtube.com/watch?v=r1P6DOZMPLU,268.0929945127,269.3929605435,e8a276493,utterance_41.mp4,0.6791445995497837,0.33633423550232344
https://www.youtube.com/watch?v=r1P6DOZMPLU,270.1929396394,298.7921923177,e8a276493,utterance_42.mp4,0.6452115634679214,0.22628146400166793
https://www.youtube.com/watch?v=r1P6DOZMPLU,300.0588258862,305.5586821705,e8a276493,utterance_43.mp4,0.6223333520642316,0.30849409899498165
https://www.youtube.com/watch?v=r1P6DOZMPLU,305.6586795575,306.5919885027,e8a276493,utterance_44.mp4,0.5280877756934004,0.3023896011873798
https://www.youtube.com/watch?v=r1P6DOZMPLU,308.9252608658,310.5918839822,e8a276493,utterance_45.mp4,0.5826054491586408,0.256064610573779
https://www.youtube.com/watch?v=r1P6DOZMPLU,310.7918787562,312.291839561,e8a276493,utterance_46.mp4,0.47077319335672274,0.2333583672917357
https://www.youtube.com/watch?v=r1P6DOZMPLU,312.6584966466,315.4584234823,e8a276493,utterance_47.mp4,0.4763336641189224,0.16764241203138666
https://www.youtube.com/watch?v=r1P6DOZMPLU,316.1584051912,317.658365996,e8a276493,utterance_48.mp4,0.5913349903388516,0.1724779703341734
https://www.youtube.com/watch?v=r1P6DOZMPLU,318.0250230816,329.3913927358,e8a276493,utterance_49.mp4,0.5829174642459842,0.19427928882800238
https://www.youtube.com/watch?v=r1P6DOZMPLU,329.4580576605,331.3246755509,e8a276493,utterance_50.mp4,0.5652097649115404,0.16129565514748329
https://www.youtube.com/watch?v=r1P6DOZMPLU,332.2579844961,332.7913038934,e8a276493,utterance_51.mp4,0.6159156884895909,0.16923951123079575
https://www.youtube.com/watch?v=r1P6DOZMPLU,333.1912934413,334.1579348489,e8a276493,utterance_52.mp4,0.5030588791831028,0.18114796994033833
https://www.youtube.com/watch?v=r1P6DOZMPLU,336.4578747496,339.4577963592,e8a276493,utterance_53.mp4,0.6509283875096228,0.12123539348825874
https://www.youtube.com/watch?v=r1P6DOZMPLU,340.657765003,342.4910504311,e8a276493,utterance_54.mp4,0.621503131408867,0.24809265892749244
https://www.youtube.com/watch?v=r1P6DOZMPLU,342.7577101298,345.1909798798,e8a276493,utterance_55.mp4,0.6252968769128173,0.26616884297082427
https://www.youtube.com/watch?v=r1P6DOZMPLU,345.5576369654,348.757553349,e8a276493,utterance_56.mp4,0.648288911665819,0.26717234294783443
https://www.youtube.com/watch?v=r1P6DOZMPLU,349.7575272189,351.790807421,e8a276493,utterance_57.mp4,0.6275745862670232,0.3103063845733589
https://www.youtube.com/watch?v=r1P6DOZMPLU,352.0907995819,352.6907839038,e8a276493,utterance_58.mp4,0.7179574943267701,0.36617162455614755
https://www.youtube.com/watch?v=r1P6DOZMPLU,353.2574357634,355.2240510409,e8a276493,utterance_59.mp4,0.5985994512663755,0.278702109819601
https://www.youtube.com/watch?v=r1P6DOZMPLU,358.3906349621,360.5905774758,e8a276493,utterance_61.mp4,0.6228531720413852,0.24012851268014407
https://www.youtube.com/watch?v=hCcaVrr2wo0,0,11.4108633196,fd41c38b2,utterance_1.mp4,0.5543156392921449,0.07879753713617427
https://www.youtube.com/watch?v=hCcaVrr2wo0,15.1811193287,17.1830251742,fd41c38b2,utterance_2.mp4,0.6332029449104166,0.3499252446240021
https://www.youtube.com/watch?v=hCcaVrr2wo0,18.2173431944,21.8875039113,fd41c38b2,utterance_3.mp4,0.7518429836261549,0.42808195067646704
https://www.youtube.com/watch?v=hCcaVrr2wo0,22.4213454701,26.491887356,fd41c38b2,utterance_4.mp4,0.7720242131183364,0.4059860157262115
https://www.youtube.com/watch?v=hCcaVrr2wo0,26.6253477457,36.9685279477,fd41c38b2,utterance_5.mp4,0.7235283345407634,0.3563607837404891
https://www.youtube.com/watch?v=hCcaVrr2wo0,40.6386886645,44.0085635045,fd41c38b2,utterance_6.mp4,0.6261701410396525,0.165050712048104
https://www.youtube.com/watch?v=hCcaVrr2wo0,44.6091352581,46.6110411037,fd41c38b2,utterance_7.mp4,0.6221534645309432,0.2886312722085732
https://www.youtube.com/watch?v=hCcaVrr2wo0,46.9446920779,47.7454544162,fd41c38b2,utterance_8.mp4,0.6252533062890531,0.23673484232972114
https://www.youtube.com/watch?v=hCcaVrr2wo0,48.1124704878,49.0800583132,fd41c38b2,utterance_9.mp4,0.4859017761306639,0.29432624852506956
https://www.youtube.com/watch?v=hCcaVrr2wo0,49.9809159437,50.6148527948,fd41c38b2,utterance_10.mp4,0.4916576182011039,0.2722444727407099
https://www.youtube.com/watch?v=hCcaVrr2wo0,53.4842511734,55.5862523112,fd41c38b2,utterance_11.mp4,0.6649072784289066,0.3164254705821088
https://www.youtube.com/watch?v=hCcaVrr2wo0,56.0533636752,56.6873005262,fd41c38b2,utterance_12.mp4,0.5711974009501224,0.17595724279478245
https://www.youtube.com/watch?v=hCcaVrr2wo0,57.688253449,59.5566989049,fd41c38b2,utterance_13.mp4,0.6957084759325532,0.32779152156627445
https://www.youtube.com/watch?v=hCcaVrr2wo0,60.4909216328,63.4937804011,fd41c38b2,utterance_14.mp4,0.6106048843065455,0.3437282431054445
https://www.youtube.com/watch?v=hCcaVrr2wo0,64.4613682264,69.9332442042,fd41c38b2,utterance_15.mp4,0.6525398504421565,0.2322050404121165
https://www.youtube.com/watch?v=hCcaVrr2wo0,71.0009273219,72.1019755369,fd41c38b2,utterance_16.mp4,0.655103916701625,0.3239948989589869
https://www.youtube.com/watch?v=hCcaVrr2wo0,72.4022614137,72.96946807,fd41c38b2,utterance_17.mp4,0.6545320804001284,0.2548807146893992
https://www.youtube.com/watch?v=hCcaVrr2wo0,73.3364841417,74.7378182335,fd41c38b2,utterance_18.mp4,0.6376800223309749,0.3051713289204658
https://www.youtube.com/watch?v=hCcaVrr2wo0,75.2049295975,79.6424875551,fd41c38b2,utterance_19.mp4,0.604627228471571,0.3376674865041842
https://www.youtube.com/watch?v=hCcaVrr2wo0,80.1095989191,82.1782349595,fd41c38b2,utterance_20.mp4,0.5347709395135019,0.4156676572573431
https://www.youtube.com/watch?v=hCcaVrr2wo0,82.4451557389,83.0457274925,fd41c38b2,utterance_21.mp4,0.5112728248348397,0.3014684987318326
https://www.youtube.com/watch?v=hCcaVrr2wo0,85.4813796046,86.7158882094,fd41c38b2,utterance_22.mp4,0.621354929064593,0.26457426808704204
https://www.youtube.com/watch?v=hCcaVrr2wo0,87.5833807424,88.4842383729,fd41c38b2,utterance_23.mp4,0.7230268702667795,0.3678385718591393
https://www.youtube.com/watch?v=hCcaVrr2wo0,88.7511591523,92.2878594794,fd41c38b2,utterance_24.mp4,0.6494292902135691,0.3123648123132673
https://www.youtube.com/watch?v=hCcaVrr2wo0,92.488050064,93.2554473048,fd41c38b2,utterance_25.mp4,0.6726429290383003,0.3707532626477465
https://www.youtube.com/watch?v=hCcaVrr2wo0,93.6558284739,97.2258938984,fd41c38b2,utterance_26.mp4,0.6765867125031668,0.39618079326374855
https://www.youtube.com/watch?v=hCcaVrr2wo0,97.3927193856,98.2268468212,fd41c38b2,utterance_27.mp4,0.6129994795844107,0.2565445575464248
https://www.youtube.com/watch?v=hCcaVrr2wo0,98.5604977955,102.4642141943,fd41c38b2,utterance_28.mp4,0.659243965878699,0.30373765443827017
https://www.youtube.com/watch?v=hCcaVrr2wo0,102.7645000711,106.0676447163,fd41c38b2,utterance_29.mp4,0.6149464071447999,0.3748382607062124
https://www.youtube.com/watch?v=hCcaVrr2wo0,106.5013909828,107.2020580287,fd41c38b2,utterance_30.mp4,0.5651871677815974,0.3338775190725054
https://www.youtube.com/watch?v=hCcaVrr2wo0,110.9389489404,113.7416171242,fd41c38b2,utterance_31.mp4,0.6172893336243774,0.28921512437160835
https://www.youtube.com/watch?v=hCcaVrr2wo0,114.9093955341,116.5776504053,fd41c38b2,utterance_32.mp4,0.5986716542762549,0.1914798390194881
https://www.youtube.com/watch?v=hCcaVrr2wo0,117.2449523539,122.9170189162,fd41c38b2,utterance_33.mp4,0.6187464127548964,0.3688554475513242
https://www.youtube.com/watch?v=hCcaVrr2wo0,123.5509557673,126.8541004125,fd41c38b2,utterance_34.mp4,0.5585530195882606,0.3846700787396487
https://www.youtube.com/watch?v=hCcaVrr2wo0,127.9885137249,128.856006258,fd41c38b2,utterance_35.mp4,0.532782043128152,0.39695445650702854
https://www.youtube.com/watch?v=hCcaVrr2wo0,129.8569591808,130.8579121035,fd41c38b2,utterance_36.mp4,0.4323664431488765,0.36937898385776624
https://www.youtube.com/watch?v=hCcaVrr2wo0,131.9589603186,133.0266434362,fd41c38b2,utterance_37.mp4,0.5502931317259914,0.42489268832209665
https://www.youtube.com/watch?v=hCcaVrr2wo0,134.2945171384,136.4632484711,fd41c38b2,utterance_38.mp4,0.6582927316204392,0.38646374995428456
https://www.youtube.com/watch?v=hCcaVrr2wo0,137.3307410041,139.4994723368,fd41c38b2,utterance_39.mp4,0.6257231834736989,0.44301728687915154
https://www.youtube.com/watch?v=hCcaVrr2wo0,140.8340762338,145.0714436069,fd41c38b2,utterance_40.mp4,0.6271149674073273,0.3241881294441748
https://www.youtube.com/watch?v=hCcaVrr2wo0,147.1400796473,149.4756364671,fd41c38b2,utterance_41.mp4,0.5731613726593395,0.26817833005664155
https://www.youtube.com/watch?v=hCcaVrr2wo0,151.8111932869,154.3469406912,fd41c38b2,utterance_42.mp4,0.6215902225310119,0.33458261653905164
https://www.youtube.com/watch?v=hCcaVrr2wo0,154.6138614706,156.6157673162,fd41c38b2,utterance_43.mp4,0.7027549921199454,0.3595130547124298
https://www.youtube.com/watch?v=hCcaVrr2wo0,156.9494182904,158.7511335514,fd41c38b2,utterance_44.mp4,0.5480842233781582,0.15924536411435156
https://www.youtube.com/watch?v=hCcaVrr2wo0,162.321198976,168.0933608306,fd41c38b2,utterance_45.mp4,0.5930830520802484,0.10560346088244363
https://www.youtube.com/watch?v=hCcaVrr2wo0,169.7949807993,171.963712132,fd41c38b2,utterance_46.mp4,0.5465096189483143,-0.006921305891344914
https://www.youtube.com/watch?v=hCcaVrr2wo0,172.5976489831,174.5328246338,fd41c38b2,utterance_47.mp4,0.5994055373847245,-0.12469036880607129
https://www.youtube.com/watch?v=hCcaVrr2wo0,174.6996501209,178.6700967146,fd41c38b2,utterance_48.mp4,0.6144793600527877,-0.06734955980430331
https://www.youtube.com/watch?v=hCcaVrr2wo0,179.1372080785,183.9417821078,fd41c38b2,utterance_49.mp4,0.5679670471714633,0.1054164749841772
https://www.youtube.com/watch?v=hCcaVrr2wo0,184.742544446,187.1114663632,fd41c38b2,utterance_50.mp4,0.618082604861129,0.08075493135925678
https://www.youtube.com/watch?v=hCcaVrr2wo0,187.5452126298,190.4479761058,fd41c38b2,utterance_51.mp4,0.5864667655023482,-0.055446638622333594
https://www.youtube.com/watch?v=hCcaVrr2wo0,191.2821035415,195.2525501351,fd41c38b2,utterance_52.mp4,0.5413624813963679,0.0819287582464283
https://www.youtube.com/watch?v=hCcaVrr2wo0,196.887439909,197.6214720523,fd41c38b2,utterance_53.mp4,0.580875061082134,0.08014691751456465
https://www.youtube.com/watch?v=hCcaVrr2wo0,198.7558853648,202.7263319585,fd41c38b2,utterance_54.mp4,0.6053527857467836,-0.014785890158077006
https://www.youtube.com/watch?v=hCcaVrr2wo0,203.4269990044,206.1963020907,fd41c38b2,utterance_55.mp4,0.6499928808529747,0.1917765851858674
https://www.youtube.com/watch?v=hCcaVrr2wo0,207.63100128,208.4984938131,fd41c38b2,utterance_56.mp4,0.49600350527602216,0.07544593066677577
https://www.youtube.com/watch?v=hCcaVrr2wo0,210.4336694638,214.0037348884,fd41c38b2,utterance_57.mp4,0.48671187811633354,-0.03537161544190562
https://www.youtube.com/watch?v=qb3lDNKDA1k,0.5835901778,11.0465283658,2b7a44d40_1,utterance_1.mp4,0.4317889514324642,0.09603169360778163
https://www.youtube.com/watch?v=qb3lDNKDA1k,10.5046232007,21.0509314141,2b7a44d40_1,utterance_2.mp4,0.4362213374616661,0.09268863824259807
https://www.youtube.com/watch?v=qb3lDNKDA1k,20.7174513124,30.9302794242,2b7a44d40_1,utterance_3.mp4,0.45230107867917757,0.20204555224422904
https://www.youtube.com/watch?v=qb3lDNKDA1k,30.3466892464,40.8929974598,2b7a44d40_1,utterance_4.mp4,0.4486775190270174,0.11846675630116557
https://www.youtube.com/watch?v=qb3lDNKDA1k,40.5595173582,46.6872142252,2b7a44d40_1,utterance_5.mp4,0.46841202826765316,0.1177047816550435
https://www.youtube.com/watch?v=WY3NcP0BhvE,0,7.970600823,175acc2a4_1,utterance_1.mp4,0.4917204219027673,0.3442826762157946
https://www.youtube.com/watch?v=WY3NcP0BhvE,8.1706995885,18.5091358025,175acc2a4_1,utterance_2.mp4,0.4612065091224862,0.3427903565061627
https://www.youtube.com/watch?v=WY3NcP0BhvE,17.9755390947,23.5449547325,175acc2a4_1,utterance_3.mp4,0.5427280228260898,0.3405633777685675
https://www.youtube.com/watch?v=WY3NcP0BhvE,23.8117530864,32.0491522634,175acc2a4_1,utterance_4.mp4,0.4512126111645614,0.3710834812746375
https://www.youtube.com/watch?v=WY3NcP0BhvE,31.7490041152,40.1865020576,175acc2a4_1,utterance_5.mp4,0.5844946959301438,0.2868599305343166
https://www.youtube.com/watch?v=xpnD-vug0kk,5.6042482759,8.5064482759,610fd0cfb_1,utterance_1.mp4,0.4283521200173708,0.1866016622904452
